Entity,Label,Count
"('Wellbutrin', 'CHEMICAL')",3
"('Bupropion', 'CHEMICAL')",3
"('HandiHaler', 'CHEMICAL')",2
"('Diltiazem HCl', 'CHEMICAL')",2
"('Procrit', 'CHEMICAL')",1
"('Dextromethorphan Poly', 'CHEMICAL')",1
"('Prostate cancer', 'DISEASE')",3
"('Bladder cancer', 'DISEASE')",2
"('Paget disease', 'DISEASE')",1
"('GERD', 'DISEASE')",7
"('stricture', 'DISEASE')",1
"('Venous stasis', 'DISEASE')",1
"('Pulmonary embolism', 'DISEASE')",2
"('Hearing loss', 'DISEASE')",1
"('Cough', 'DISEASE')",1
"('esophageal adenocarcinoma', 'DISEASE')",2
"('pericardiocentesis', 'DISEASE')",5
"('cefepime', 'CHEMICAL')",6
"('HTN, lung disease', 'DISEASE')",1
"('esophageal cancer- Barrett', 'DISEASE')",1
"('adenocarcinoma, s/p resection', 'DISEASE')",1
"('tachy', 'DISEASE')",2
"('adenosine', 'CHEMICAL')",1
"('kidney stones', 'DISEASE')",1
"('cataract', 'DISEASE')",1
"('sclerae', 'DISEASE')",1
"('CDI', 'DISEASE')",1
"('UE edema', 'DISEASE')",1
"('anterior pericardial effusion', 'DISEASE')",1
"('Lucency', 'DISEASE')",1
"('Compressive atelectasis', 'DISEASE')",1
"('GI or bowel obstruction', 'DISEASE')",1
"('Small nonobstructing stones', 'DISEASE')",1
"('VIT B12', 'CHEMICAL')",2
"('933', 'CHEMICAL')",2
"('RET', 'DISEASE')",3
"('Amylase-16', 'CHEMICAL')",1
"('ALT-10', 'CHEMICAL')",1
"('AlkPhos-66', 'CHEMICAL')",1
"('O2-', 'CHEMICAL')",2
"('Temp-37.4', 'CHEMICAL')",1
"('Na 137', 'CHEMICAL')",1
"('Glc', 'CHEMICAL')",1
"('esophageal cancer', 'DISEASE')",5
"('w/ chemo', 'CHEMICAL')",1
"('bloody', 'DISEASE')",1
"('anterior effusion', 'DISEASE')",1
"('constrictive pericarditis', 'DISEASE')",1
"('ibutilide', 'CHEMICAL')",3
"('PTX', 'CHEMICAL')",1
"('EP', 'CHEMICAL')",1
"('chronic disease', 'DISEASE')",7
"('vitamin B12', 'CHEMICAL')",1
"('folate', 'CHEMICAL')",8
"('metabolic alkalosis', 'DISEASE')",2
"('magnesium', 'CHEMICAL')",7
"('XRT', 'CHEMICAL')",1
"('malignant effusion', 'DISEASE')",1
"('Advair', 'CHEMICAL')",3
"('KCl', 'CHEMICAL')",2
"('Reglan', 'CHEMICAL')",5
"('Cefepime', 'CHEMICAL')",1
"('Terbinafine', 'CHEMICAL')",1
"('Epogen', 'CHEMICAL')",1
"('Magnesium', 'CHEMICAL')",4
"('Enalapril', 'CHEMICAL')",1
"('HD', 'CHEMICAL')",9
"('w/', 'CHEMICAL')",3
"('ESRD', 'DISEASE')",8
"('paf', 'CHEMICAL')",2
"('pulmonary aspergillosis', 'DISEASE')",3
"('glomerulonephritis', 'DISEASE')",1
"('HD qMWF', 'DISEASE')",1
"('Amyloidosis', 'DISEASE')",1
"('itraconazole', 'CHEMICAL')",2
"('hyperkalemia', 'DISEASE')",2
"('sinusitis', 'DISEASE')",3
"('epistaxis', 'DISEASE')",1
"('gynecomastia', 'DISEASE')",1
"('renal osteodystrophy', 'DISEASE')",1
"('disability', 'DISEASE')",1
"('periorbital edema', 'DISEASE')",1
"('lactatemia', 'DISEASE')",1
"('End-stage renal disease', 'DISEASE')",1
"('lactic', 'CHEMICAL')",1
"('acidemia', 'DISEASE')",1
"('aspergillomas', 'DISEASE')",1
"('granulomatous infection', 'DISEASE')",1
"('Sinus tachycardia', 'DISEASE')",2
"('sinus tachycardia', 'DISEASE')",3
"('atrial abnormality', 'DISEASE')",2
"('debility', 'DISEASE')",1
"('pleural thickening', 'DISEASE')",1
"('calcification', 'DISEASE')",4
"('atherosclerotic', 'DISEASE')",3
"('sigmoid colon', 'DISEASE')",1
"('Prostate', 'DISEASE')",1
"('cystic\nrenal disease', 'DISEASE')",1
"('polycystic kidney disease', 'DISEASE')",1
"('HD, s/p multiple episodes of MRSA\nline sepsis', 'CHEMICAL')",1
"('GPC', 'CHEMICAL')",1
"('Endstage renal disease', 'DISEASE')",1
"('GI abscess', 'DISEASE')",1
"('tacrolimus', 'CHEMICAL')",3
"('sevelamer', 'CHEMICAL')",1
"('calcium acetate', 'CHEMICAL')",1
"('vit D toxicity', 'CHEMICAL')",1
"('vit D', 'CHEMICAL')",2
"('# H/o pulm aspergillosis', 'DISEASE')",1
"('insufficiency-', 'DISEASE')",1
"('sertraline', 'CHEMICAL')",1
"('thiamine', 'CHEMICAL')",6
"('folic acid', 'CHEMICAL')",5
"('Itraconazole', 'CHEMICAL')",2
"('Calcium Acetate', 'CHEMICAL')",2
"('Sertraline HCl', 'CHEMICAL')",1
"('Tacrolimus', 'CHEMICAL')",6
"('Sevelamer HCl', 'CHEMICAL')",1
"('Lactulose', 'CHEMICAL')",12
"('Sertraline', 'CHEMICAL')",2
"('WED', 'DISEASE')",1
"('FRI', 'CHEMICAL')",1
"('sepsis/bacteremia', 'DISEASE')",1
"('End-stage Renal Disease', 'DISEASE')",1
"('Adrenal insufficiency', 'DISEASE')",1
"('nausea,', 'DISEASE')",6
"('cardiac arrest', 'DISEASE')",7
"('idiopathic\ncardiomopathy', 'DISEASE')",1
"('thump', 'DISEASE')",1
"('pulseless', 'DISEASE')",4
"('unasyn', 'CHEMICAL')",1
"('Idiopathic dilated CM', 'DISEASE')",1
"('LBBB\n\n', 'DISEASE')",1
"('Sarcoidosis', 'DISEASE')",1
"('Glaucoma', 'DISEASE')",5
"('O2 sat=100', 'CHEMICAL')",1
"('chest wall deformities', 'DISEASE')",3
"('kyphosis', 'DISEASE')",3
"('PHOS-58 TOT', 'CHEMICAL')",1
"('Glucose', 'CHEMICAL')",6
"('Na', 'CHEMICAL')",2
"('Calcium', 'CHEMICAL')",5
"('Phos', 'CHEMICAL')",1
"('cephalosporins', 'CHEMICAL')",3
"('Ventricular fibrillation', 'DISEASE')",3
"('LBBB', 'CHEMICAL')",1
"('Depressed', 'DISEASE')",1
"('left ventricular hypokinesis', 'DISEASE')",1
"('LV diastolic dysfunction', 'DISEASE')",1
"('ventricular cardiomyopathy', 'DISEASE')",1
"('diastolic dysfunction', 'DISEASE')",2
"('pulmonary artery pressures', 'DISEASE')",1
"('encephalopathy', 'DISEASE')",8
"('metabolic disturbances', 'DISEASE')",1
"('Propofol', 'CHEMICAL')",1
"('anoxic', 'DISEASE')",1
"('lacunes', 'DISEASE')",1
"('ventriculomegaly', 'DISEASE')",2
"('herniation', 'DISEASE')",4
"('idiopathic\ncardiomyopathy', 'DISEASE')",1
"('vfib arrest', 'DISEASE')",1
"('cefazolin', 'CHEMICAL')",3
"('cefalexin', 'CHEMICAL')",1
"('haldol', 'CHEMICAL')",5
"('idiopathic cardiomyopathy', 'DISEASE')",1
"('cardiomyopathy', 'DISEASE')",3
"('losartan', 'CHEMICAL')",3
"('carvediolol', 'CHEMICAL')",1
"('oxytoca', 'DISEASE')",1
"('scopolamine', 'CHEMICAL')",1
"('metformin', 'CHEMICAL')",9
"('Ibuprofen', 'CHEMICAL')",9
"('Cosopt', 'CHEMICAL')",2
"('Versed', 'CHEMICAL')",1
"('Vancomycin 1G [**Hospital1 **]', 'CHEMICAL')",1
"('Azithromycin', 'CHEMICAL')",5
"('Cosopt 2-0.5', 'CHEMICAL')",1
"('Haloperidol', 'CHEMICAL')",3
"('Benzocaine', 'CHEMICAL')",1
"('Losartan', 'CHEMICAL')",1
"('idiopathic Chronic systolic heart failure', 'DISEASE')",1
"('arrythmia', 'DISEASE')",1
"('vein thrombosis', 'DISEASE')",2
"('neck pain', 'DISEASE')",2
"('phonophobia', 'DISEASE')",1
"('neck stiffness', 'DISEASE')",1
"('itching', 'DISEASE')",2
"('Ceftriaxone', 'CHEMICAL')",4
"('urinary retention', 'DISEASE')",3
"('petichiae', 'DISEASE')",1
"('Anicteric sclerae', 'DISEASE')",1
"('acute cardiopulmonary disease', 'DISEASE')",1
"('extra-axial hemorrhage', 'DISEASE')",1
"('canal stenosis', 'DISEASE')",1
"('cauda equina', 'DISEASE')",1
"('meningeal infection', 'DISEASE')",2
"('atrial flutter', 'DISEASE')",1
"('2:1', 'CHEMICAL')",1
"('retroperitoneal lymphadenopathy', 'DISEASE')",1
"('appendicitis', 'DISEASE')",5
"('tuberculosis', 'DISEASE')",2
"('meningitis/encephalitis', 'DISEASE')",1
"('bacterial meningitis', 'DISEASE')",2
"('abdominal tenderness', 'DISEASE')",1
"('Acyclovir', 'CHEMICAL')",2
"('INH', 'CHEMICAL')",1
"('pyrazinamide', 'CHEMICAL')",1
"('pyridoxine', 'CHEMICAL')",1
"('Rifampin', 'CHEMICAL')",8
"('Ethambutol', 'CHEMICAL')",2
"('Dexamethasone', 'CHEMICAL')",4
"('CNIII deficits', 'DISEASE')",1
"('palsy', 'DISEASE')",3
"('TB meningitis', 'DISEASE')",1
"('paraplegia', 'DISEASE')",1
"('ill', 'DISEASE')",1
"('Sensations', 'DISEASE')",1
"('incontinence', 'DISEASE')",2
"('aggressive bowel regimen', 'DISEASE')",2
"('meningeal irritation', 'DISEASE')",1
"('Dex', 'CHEMICAL')",1
"('Abdominal Pain', 'DISEASE')",1
"('nausea/vomiting', 'DISEASE')",1
"('lactulose', 'CHEMICAL')",9
"('TB enteritis', 'DISEASE')",1
"('appendiceal obstruction', 'DISEASE')",1
"('conus syndrome', 'DISEASE')",1
"('Tachycardia', 'DISEASE')",2
"('headaches', 'DISEASE')",2
"('Ativan', 'CHEMICAL')",4
"('salt', 'CHEMICAL')",2
"('wasting', 'DISEASE')",1
"('LE weakness', 'DISEASE')",1
"('Isoniazid', 'CHEMICAL')",1
"('Heparin Sodium', 'CHEMICAL')",2
"('Pyrazinamide', 'CHEMICAL')",1
"('Pyridoxine', 'CHEMICAL')",1
"('Meningitis', 'DISEASE')",1
"('Lower extremity weakness', 'DISEASE')",1
"('dexamethasone', 'CHEMICAL')",1
"('s/p fall\n\n', 'DISEASE')",1
"('s/p assault multiple', 'DISEASE')",1
"('contusions', 'DISEASE')",1
"('narcan', 'CHEMICAL')",1
"('etomidate', 'CHEMICAL')",1
"('choline', 'CHEMICAL')",1
"('valium', 'CHEMICAL')",4
"('propofol', 'CHEMICAL')",2
"('doxepin', 'CHEMICAL')",1
"('slurred speech', 'DISEASE')",1
"('injuries', 'DISEASE')",2
"('Heroin', 'CHEMICAL')",1
"('EtOH abuse', 'DISEASE')",1
"('OP bloody', 'CHEMICAL')",1
"('abrasions', 'DISEASE')",2
"('fractures', 'DISEASE')",5
"('ligamentous injury', 'DISEASE')",1
"('EtoH abuse/withdrawal', 'CHEMICAL')",1
"('Trauma', 'DISEASE')",2
"('amphetamines', 'CHEMICAL')",1
"('naprosyn', 'CHEMICAL')",1
"('Hepatitis', 'DISEASE')",1
"('hemoconcentration', 'DISEASE')",1
"('N/V', 'DISEASE')",1
"('Nicotine', 'CHEMICAL')",4
"('Psychiatric', 'DISEASE')",3
"('Doxepin', 'CHEMICAL')",1
"('Naproxen', 'CHEMICAL')",3
"('s/p trauma', 'DISEASE')",1
"('Hepatitis B', 'DISEASE')",1
"('Substance abuse', 'DISEASE')",1
"('pericardial AVR', 'DISEASE')",1
"('AVR', 'CHEMICAL')",1
"('LAD disease', 'DISEASE')",1
"('hypoxic respiratory failure', 'DISEASE')",1
"('cardiogenic shock', 'DISEASE')",2
"('Gout', 'DISEASE')",5
"('Migraines', 'DISEASE')",2
"('hernia', 'DISEASE')",4
"('mildly reduced LV systolic\nfunction.', 'DISEASE')",1
"('annular calcification', 'DISEASE')",1
"('CHF decompensation', 'DISEASE')",1
"('septic shock', 'DISEASE')",1
"('Septic shock', 'DISEASE')",1
"('AV endocarditis', 'DISEASE')",1
"('Aztreonam', 'CHEMICAL')",1
"('HAP', 'CHEMICAL')",1
"('levo', 'CHEMICAL')",1
"('Cortisol', 'CHEMICAL')",1
"('Hypoxic respiratory failure', 'DISEASE')",1
"('Vanc/Aztreonam', 'CHEMICAL')",1
"('acute pulmonary edema', 'DISEASE')",1
"('Ischemia', 'DISEASE')",1
"('statins', 'CHEMICAL')",1
"('guaiac+', 'CHEMICAL')",1
"('diverticulosis', 'DISEASE')",3
"('Calcitrol', 'CHEMICAL')",1
"('Calcitriol', 'CHEMICAL')",2
"('poundsin', 'CHEMICAL')",1
"('Darvon', 'CHEMICAL')",1
"('AMS', 'DISEASE')",4
"('active GI bleeding', 'DISEASE')",1
"('Rifaximin', 'CHEMICAL')",5
"('Zyprexa', 'CHEMICAL')",9
"('hepatic encephalopathy', 'DISEASE')",3
"('nalaxone', 'CHEMICAL')",1
"('tract infection', 'DISEASE')",1
"('s/p TIPS', 'DISEASE')",2
"('gastropathy', 'DISEASE')",4
"('Sigmoid diverticulosis', 'DISEASE')",3
"('duodenitis', 'DISEASE')",4
"('Psychotic disorder', 'DISEASE')",2
"('olanzapine', 'CHEMICAL')",5
"('polysubstance abuse', 'DISEASE')",1
"('temporal lobe epilepsy', 'DISEASE')",1
"('variceal rupture s/p hematoma', 'DISEASE')",1
"('Fractures', 'DISEASE')",1
"('pubic', 'CHEMICAL')",1
"('drug abuse', 'DISEASE')",2
"('schizophrenia', 'DISEASE')",1
"('epilepsy', 'DISEASE')",1
"('jaundice', 'DISEASE')",2
"('COUNT-140', 'CHEMICAL')",1
"('K-4.7', 'CHEMICAL')",2
"('substance abuse', 'DISEASE')",1
"('U/A', 'CHEMICAL')",1
"('naloxone', 'CHEMICAL')",1
"('rifaximin', 'CHEMICAL')",3
"('hypovolemic', 'DISEASE')",1
"('Urinary Tract Infection', 'DISEASE')",3
"('Cirrhosis', 'DISEASE')",3
"('HCV cirrhosis', 'DISEASE')",1
"('portal gastropathy', 'DISEASE')",2
"('ursodiol', 'CHEMICAL')",2
"('Seizure disorder', 'DISEASE')",1
"('Levetiracetam', 'CHEMICAL')",4
"('psychosis', 'DISEASE')",1
"('Milk of Magnesia Oral\n3.', 'DISEASE')",1
"('Ursodiol', 'CHEMICAL')",3
"('Olanzapine', 'CHEMICAL')",4
"('q6h', 'CHEMICAL')",3
"('Aranesp', 'CHEMICAL')",2
"('Polysorbate', 'CHEMICAL')",2
"('mcg/mL', 'CHEMICAL')",1
"('Titrate', 'CHEMICAL')",1
"('Calcium Carbonate', 'CHEMICAL')",12
"('Cholecalciferol', 'CHEMICAL')",5
"('Vitamin D3', 'CHEMICAL')",5
"('Milk of Magnesia 400 mg/5', 'DISEASE')",1
"('Encephalopathy', 'DISEASE')",1
"('Acute Renal Failure\nUrinary Tract Infection', 'DISEASE')",1
"('Iron deficiency', 'DISEASE')",5
"('H/o recurrent GI bleed', 'DISEASE')",1
"('Duodenal polyps', 'DISEASE')",1
"('MGUS', 'DISEASE')",1
"('Polysubstance abuse', 'DISEASE')",1
"('Temporal lobe epilepsy', 'DISEASE')",1
"('acute renal failure', 'DISEASE')",3
"('confusion', 'DISEASE')",10
"('R humerus fracture', 'DISEASE')",3
"('LLE swelling DVT', 'CHEMICAL')",2
"('LLE swelling', 'CHEMICAL')",1
"('right humerus fracture', 'DISEASE')",1
"('NANI', 'CHEMICAL')",2
"('acute stroke', 'DISEASE')",1
"('infarcts', 'DISEASE')",3
"('frontal lobe hemorrhage', 'DISEASE')",1
"('contusion', 'DISEASE')",1
"('small-vessel ischemic disease', 'DISEASE')",1
"('non-bloody diarrhea', 'DISEASE')",1
"('Denies rashes or skin', 'DISEASE')",1
"('left humerus fracture', 'DISEASE')",1
"('infarct', 'DISEASE')",7
"('cataracts', 'DISEASE')",2
"('dry MM', 'DISEASE')",4
"('Bilirubin', 'CHEMICAL')",1
"('Optiray', 'CHEMICAL')",2
"('occlusive', 'DISEASE')",1
"('ground-glass opacity', 'DISEASE')",1
"('compression deformity', 'DISEASE')",1
"('Compression deformities of T12 and T9, while chronic\nappearing, no\ncomparison study', 'DISEASE')",1
"('intraventricular hemorrhage', 'DISEASE')",1
"('subarachnoid hemorrhage', 'DISEASE')",2
"('traumatic subarachnoid', 'DISEASE')",1
"('pulmonary embolus', 'DISEASE')",1
"('hypodensities', 'DISEASE')",2
"('callus', 'CHEMICAL')",1
"('SAH', 'DISEASE')",3
"('lower extremity DVT', 'DISEASE')",1
"('Hypercoagulable', 'DISEASE')",1
"('Intra-ventricular hemorrhage', 'DISEASE')",1
"('chronic disease/inflammation', 'DISEASE')",1
"('Hypertensive', 'DISEASE')",1
"('simvastatin 40mg', 'CHEMICAL')",1
"('Zocor', 'CHEMICAL')",6
"('Remeron', 'CHEMICAL')",5
"('simvastatin 40 mg Tablet', 'CHEMICAL')",2
"('Enema', 'CHEMICAL')",3
"('enema', 'DISEASE')",1
"('Milk of Magnesia 400 mg/5 mL Suspension Sig', 'DISEASE')",1
"('magnesium oxide', 'CHEMICAL')",1
"('Pulmonary embolus', 'DISEASE')",1
"('Subarachnoid hemorrhage', 'DISEASE')",1
"('Interventricular hemorrhage', 'DISEASE')",1
"('left leg swelling', 'DISEASE')",1
"('head bleed', 'DISEASE')",1
"('Vitamin D', 'CHEMICAL')",5
"('gastrointestinal\nbleed', 'DISEASE')",2
"('peptic ulcer', 'DISEASE')",3
"('guaiac-positive stools', 'DISEASE')",1
"('asthma', 'CHEMICAL')",1
"('psychotic seizures', 'DISEASE')",1
"('obtunded', 'DISEASE')",1
"('Clindamycin', 'CHEMICAL')",1
"('Chronic constipation', 'DISEASE')",1
"(""Barrett's esophagus"", 'DISEASE')",2
"('guaiac-positive', 'DISEASE')",2
"('esophagitis', 'DISEASE')",9
"('psychotic', 'DISEASE')",1
"('Iron-deficiency anemia', 'DISEASE')",1
"('DJD', 'DISEASE')",3
"('Accolate', 'CHEMICAL')",1
"('b.i.d', 'CHEMICAL')",11
"('Carafate', 'CHEMICAL')",3
"('Colace 100 t.i.d', 'CHEMICAL')",1
"('Flovent', 'CHEMICAL')",4
"('Protonix', 'CHEMICAL')",2
"('Serax', 'CHEMICAL')",1
"('Serevent', 'CHEMICAL')",1
"('Vitamin C.', 'CHEMICAL')",1
"('Niferex', 'CHEMICAL')",1
"('nodularity', 'DISEASE')",1
"('Barrett', 'DISEASE')",1
"('q.i.d', 'CHEMICAL')",3
"('Hypokalemia', 'DISEASE')",1
"('guaiac-negative', 'DISEASE')",1
"('dilated cardiomyopathy', 'DISEASE')",1
"('congestive heart\nfailure between [**12/2101**] and [**6-6**] and did reasonably well for\napproximately 6-8 weeks in regimen of', 'DISEASE')",1
"('Hydralazine', 'CHEMICAL')",2
"('obstructive sleep apnea', 'DISEASE')",1
"('aortic aneurysm', 'DISEASE')",3
"('obstructive central mixed sleep', 'DISEASE')",1
"('apnea', 'DISEASE')",1
"('Probenecid', 'CHEMICAL')",3
"('Vitamin E 400', 'CHEMICAL')",2
"('Spironolactone', 'CHEMICAL')",5
"('Colchicine', 'CHEMICAL')",5
"('Lescol', 'CHEMICAL')",1
"('anorexia', 'DISEASE')",1
"('atrial enlargement', 'DISEASE')",2
"('Milrinone', 'CHEMICAL')",3
"('mcg/minute', 'CHEMICAL')",1
"('loose bowel movements', 'DISEASE')",2
"('Insomnia', 'DISEASE')",2
"('Trazodone', 'CHEMICAL')",3
"('Effexor', 'CHEMICAL')",4
"('Vitamin E', 'CHEMICAL')",1
"('Sulfate', 'CHEMICAL')",1
"('Dilated cardiomyopathy', 'DISEASE')",1
"('Renal insufficiency', 'DISEASE')",1
"('Metamucil', 'CHEMICAL')",1
"('q.h.s', 'CHEMICAL')",5
"('Magnesium oxide', 'CHEMICAL')",1
"('DM type 2', 'CHEMICAL')",3
"('TMA', 'DISEASE')",4
"('hypoglycemic', 'DISEASE')",1
"('hemolysis', 'DISEASE')",3
"('retinal hemorrhage', 'DISEASE')",2
"('Peripheral vascular disease s/p right TMA', 'DISEASE')",2
"('Polyneuropathy', 'DISEASE')",2
"('NA', 'CHEMICAL')",3
"('purulent', 'DISEASE')",2
"('DCD', 'CHEMICAL')",1
"('MMF', 'CHEMICAL')",2
"('DM2', 'DISEASE')",3
"('B12', 'CHEMICAL')",12
"('leukopenia', 'DISEASE')",1
"('myelosuppression', 'DISEASE')",1
"('Ezetimibe', 'CHEMICAL')",1
"('DM type 2: His oral regimen', 'CHEMICAL')",1
"('Calcium carbonate', 'CHEMICAL')",2
"('Rosiglitazone', 'CHEMICAL')",2
"('Mycophenolate mofetil', 'CHEMICAL')",1
"('Cholecalciferol 400', 'CHEMICAL')",1
"('Ca carbonate', 'CHEMICAL')",1
"('Bactrim SS', 'CHEMICAL')",1
"('Zetia', 'CHEMICAL')",3
"('Mycophenolate Mofetil', 'CHEMICAL')",1
"('Psyllium', 'CHEMICAL')",1
"('Wafer', 'CHEMICAL')",1
"('Simvastatin 10 mg', 'CHEMICAL')",2
"('DPM', 'CHEMICAL')",1
"('firstname', 'DISEASE')",3
"('tacrolimas', 'DISEASE')",1
"('prostate ca s/p suprapubic catheter', 'DISEASE')",1
"('bad name', 'DISEASE')",1
"('anger', 'DISEASE')",1
"('delirium/psychosis', 'DISEASE')",1
"('nausea or vomiting', 'DISEASE')",3
"('pelvic pain', 'DISEASE')",2
"('Restless Leg Syndrome', 'DISEASE')",1
"('Urinary Incontinence s/p suprapubic tube placement', 'DISEASE')",1
"('Delirium', 'DISEASE')",2
"('Calcification', 'DISEASE')",1
"('extrahepatic biliary ductal dilation', 'DISEASE')",1
"('paranoid', 'DISEASE')",1
"('Left anterior fascicular block', 'DISEASE')",1
"('catheter infection', 'DISEASE')",1
"('Pelvic pain', 'DISEASE')",1
"('Troponins', 'CHEMICAL')",2
"('Pulseless arrest', 'DISEASE')",1
"('Zydis Zyprexa', 'CHEMICAL')",1
"('arrest', 'DISEASE')",2
"('Dementia', 'DISEASE')",5
"('zyprexa', 'CHEMICAL')",1
"('microvascular ischemia', 'DISEASE')",1
"('dementia', 'DISEASE')",10
"('iron deficiency', 'DISEASE')",2
"('Vit B12', 'CHEMICAL')",1
"('Brimonidine', 'CHEMICAL')",2
"('Travoprost', 'CHEMICAL')",1
"('Vitamin C', 'CHEMICAL')",1
"('Actonel', 'CHEMICAL')",1
"('Lidocaine', 'CHEMICAL')",4
"('Capcacin cream', 'CHEMICAL')",1
"('q8h', 'CHEMICAL')",2
"('delirium', 'DISEASE')",4
"('glaucoma', 'DISEASE')",3
"('prostate cancer', 'DISEASE')",4
"('4094', 'CHEMICAL')",1
"('ICH', 'DISEASE')",1
"('vitamin K', 'CHEMICAL')",1
"('FFP', 'CHEMICAL')",2
"('mannitol', 'CHEMICAL')",2
"('dilantin', 'CHEMICAL')",1
"('coronary artery disease s/p', 'DISEASE')",1
"('chronic obstructive pulmonary disease', 'DISEASE')",5
"('abnormal movements', 'DISEASE')",1
"('tremors', 'DISEASE')",1
"('Coags', 'DISEASE')",2
"('pH-7.31', 'CHEMICAL')",1
"('brain stem hemorrhage', 'DISEASE')",1
"('intracerebral hemorrhage', 'DISEASE')",1
"('coma', 'DISEASE')",1
"('DDAVP', 'CHEMICAL')",2
"('Intracerebral hemorrhage', 'DISEASE')",1
"('Cardiac arrest', 'DISEASE')",1
"('H/o tobacco', 'DISEASE')",1
"('orthostatic', 'DISEASE')",2
"('tachypnic', 'DISEASE')",1
"('metabolic\nabnormalities', 'DISEASE')",1
"('fluticasone', 'CHEMICAL')",2
"('Amiodarone HCl', 'CHEMICAL')",1
"('metabolic abnormalities', 'DISEASE')",1
"('viral infection', 'DISEASE')",1
"('Flagyll', 'CHEMICAL')",1
"('dyspena', 'DISEASE')",1
"('atelectatic', 'DISEASE')",2
"('Right renal lesions', 'DISEASE')",1
"('Prostatic enlargement', 'DISEASE')",1
"('fluticasone propionate', 'CHEMICAL')",1
"('microcytic anemia', 'DISEASE')",1
"('Cyanocobalamin', 'CHEMICAL')",3
"('Enoxaparin', 'CHEMICAL')",1
"('gait disturbance', 'DISEASE')",5
"('hydrocephalus', 'DISEASE')",10
"('ventricle lipoma', 'DISEASE')",1
"('gait disturbances', 'DISEASE')",1
"('NQWMI', 'DISEASE')",1
"('HSV encephalitis', 'DISEASE')",1
"('acyclovir', 'CHEMICAL')",2
"('colelithiasis', 'DISEASE')",1
"('left frontal stroke', 'DISEASE')",1
"('callosum lipoma', 'DISEASE')",1
"('HIT', 'DISEASE')",2
"('PUD', 'DISEASE')",2
"('particular weakness', 'DISEASE')",1
"('dysmetria', 'DISEASE')",1
"('ventricular enlargement', 'DISEASE')",1
"('frontal lobe infarction', 'DISEASE')",1
"('T2 abnormalities', 'DISEASE')",1
"('microvascular infarctions', 'DISEASE')",1
"('NPH', 'CHEMICAL')",2
"('left sided weakness', 'DISEASE')",2
"('r/o fracture', 'DISEASE')",1
"('right lacunar infarct', 'DISEASE')",1
"('vasculitis', 'DISEASE')",2
"('bladder cancer', 'DISEASE')",5
"('lipitor', 'CHEMICAL')",1
"('Oxycodone HCl', 'CHEMICAL')",1
"('Leg pain', 'DISEASE')",1
"('CVA', 'DISEASE')",1
"('vertigo', 'DISEASE')",2
"('sudden weakness', 'DISEASE')",1
"('dry cough', 'DISEASE')",1
"('Ampicillin', 'CHEMICAL')",3
"('Azithro', 'CHEMICAL')",1
"('truvada', 'CHEMICAL')",2
"('infarcts, ascites', 'DISEASE')",1
"('cord compression/spinal stenosis w/', 'DISEASE')",1
"('pylori', 'DISEASE')",2
"('pancytopenia', 'DISEASE')",1
"('Type II DM', 'DISEASE')",1
"('thrush', 'DISEASE')",4
"('TTP', 'DISEASE')",3
"('atheroma', 'DISEASE')",4
"('Trace aortic regurgitation', 'DISEASE')",2
"('bileaflet mitral valve prosthesis', 'DISEASE')",1
"('thombus', 'DISEASE')",1
"('dehiscence', 'DISEASE')",1
"('cystic lesion', 'DISEASE')",1
"('liver lesions', 'DISEASE')",1
"('Dieulafoy lesion', 'DISEASE')",2
"('hypertensive gastropathy', 'DISEASE')",1
"('esophageal varices', 'DISEASE')",3
"('Erythema', 'DISEASE')",4
"('venous outflow obstruction', 'DISEASE')",1
"('fibrosis', 'DISEASE')",2
"('chronic GI bleeding', 'DISEASE')",1
"('Endocarditis', 'DISEASE')",3
"('PCN', 'CHEMICAL')",1
"('Gentamicin', 'CHEMICAL')",2
"('streptomycin', 'CHEMICAL')",1
"('ampicillin', 'CHEMICAL')",5
"('infectious disease', 'DISEASE')",2
"(""Dieulafoy's ulcer"", 'DISEASE')",1
"('chronic renal failure', 'DISEASE')",3
"('Chronic renal failure', 'DISEASE')",1
"('afterload reduction', 'DISEASE')",1
"('spironolactone', 'CHEMICAL')",14
"('Ascites', 'DISEASE')",2
"('liver cirrhosis', 'DISEASE')",1
"('HIV cholestasis', 'DISEASE')",1
"('primary biliary cirrhosis', 'DISEASE')",1
"('auto-immune hepatitis', 'DISEASE')",1
"('primary liver process', 'DISEASE')",1
"('carcinomatosis', 'DISEASE')",2
"('Pseudogout', 'DISEASE')",1
"('left knee pain', 'DISEASE')",1
"('calcium pyrophosphate', 'CHEMICAL')",1
"('pseudogout', 'DISEASE')",1
"('septic arthritis', 'DISEASE')",2
"('colchicine', 'CHEMICAL')",3
"('renal\nfailure', 'DISEASE')",1
"('embolus', 'DISEASE')",1
"('thiazolidenediones', 'CHEMICAL')",1
"('fluid retention', 'DISEASE')",1
"('sulfonylurea', 'CHEMICAL')",1
"('glyburide', 'CHEMICAL')",4
"('upper GI bleeding', 'DISEASE')",1
"('artery disease', 'DISEASE')",1
"('SVG', 'CHEMICAL')",4
"('cardiac death', 'DISEASE')",1
"('lower extremity edema', 'DISEASE')",1
"('buttock', 'DISEASE')",1
"('PTCA', 'CHEMICAL')",2
"('LCx', 'CHEMICAL')",1
"('Vein->Ramus', 'CHEMICAL')",1
"('Aortic stenosis', 'DISEASE')",3
