Entity,Label,Count
"('source\n', 'ENTITY')",1
"('conjunction', 'ENTITY')",2
"('chronic lung\ndisease', 'ENTITY')",1
"('long standing\nemphysema', 'ENTITY')",1
"('exacerbated', 'ENTITY')",3
"('mild pulmonary edema', 'ENTITY')",3
"('element', 'ENTITY')",3
"('spiriva', 'ENTITY')",2
"('high risk', 'ENTITY')",3
"('understands', 'ENTITY')",1
"('time\nof discharge', 'ENTITY')",1
"('requests', 'ENTITY')",1
"('comfort', 'ENTITY')",4
"('dry throat', 'ENTITY')",1
"('fib', 'ENTITY')",3
"('diltiazem', 'ENTITY')",4
"('NSR', 'ENTITY')",12
"('unit', 'ENTITY')",3
"('amlodipine\n', 'ENTITY')",1
"('patient renal function', 'ENTITY')",1
"('prerenal', 'ENTITY')",3
"('metolazone', 'ENTITY')",2
"('blood sugars', 'ENTITY')",3
"('NPH', 'ENTITY')",12
"('home regimen', 'ENTITY')",5
"('stage II cocyx ulcer', 'ENTITY')",1
"('wound cleanser', 'ENTITY')",1
"('no sting', 'ENTITY')",1
"('wipe peri', 'ENTITY')",1
"('wound tissue', 'ENTITY')",1
"('wound gel', 'ENTITY')",1
"('cover', 'ENTITY')",2
"('Allevyn foam dressing\n', 'ENTITY')",1
"('q2hrs', 'ENTITY')",1
"('Sitting', 'ENTITY')",1
"('inch', 'ENTITY')",1
"('foam cushion', 'ENTITY')",1
"('skin tears', 'ENTITY')",2
"('finger', 'ENTITY')",3
"('thumbs', 'ENTITY')",1
"('Apply aquaphor', 'ENTITY')",1
"('DAILY\nMultivitamin', 'ENTITY')",1
"('QHS\n', 'ENTITY')",2
"('DAILY\nClopidogrel', 'ENTITY')",1
"('DAILY\nSimvastatin', 'ENTITY')",1
"('Tiotropium Bromide', 'ENTITY')",5
"('Cap Inhalation DAILY', 'ENTITY')",5
"('TID\nNPH', 'ENTITY')",1
"('Ditropan XL', 'ENTITY')",1
"('Tab', 'ENTITY')",5
"('Rel Osmotic', 'ENTITY')",5
"('Glipizide', 'ENTITY')",3
"('Ocuvite     Tablet', 'ENTITY')",1
"('Zaroxolyn', 'ENTITY')",3
"('Bupropion', 'ENTITY')",3
"('qAM\n14', 'ENTITY')",1
"('HandiHaler', 'ENTITY')",2
"('cap Inhalation', 'ENTITY')",2
"('cap\n', 'ENTITY')",1
"('humalog sliding scale', 'ENTITY')",4
"('D50', 'ENTITY')",2
"('HR<60', 'ENTITY')",2
"('Albuterol Sulfate 2.5', 'ENTITY')",1
"('neb Inhalation', 'ENTITY')",1
"('q4hrs', 'ENTITY')",1
"('Primary diagnosis', 'ENTITY')",5
"('Secondary diagnosis', 'ENTITY')",3
"('Prostate cancer', 'ENTITY')",3
"('Bladder cancer', 'ENTITY')",2
"('stricture\n', 'ENTITY')",1
"('Venous stasis\n', 'ENTITY')",1
"('Pulmonary embolism\n', 'ENTITY')",1
"('Anemia\n', 'ENTITY')",4
"('Hyperlipidemia\n', 'ENTITY')",6
"('Hearing loss\nMelanoma', 'ENTITY')",1
"('Atrial\nfibrillation', 'ENTITY')",1
"('2L', 'ENTITY')",1
"('gastroenterology', 'ENTITY')",1
"('symptom', 'ENTITY')",2
"('nursing facility', 'ENTITY')",1
"('Number(2', 'ENTITY')",3
"('Completed by:[**2189', 'ENTITY')",2
"('AF', 'ENTITY')",1
"('esophageal adenocarcinoma', 'ENTITY')",1
"('chemotherapy', 'ENTITY')",2
"('pericardial', 'ENTITY')",3
"('pericardiocentesis', 'ENTITY')",3
"('chest tube', 'ENTITY')",2
"('Stable respiratory\nstatus', 'ENTITY')",1
"('Right Anterior Mini Thoracotomy', 'ENTITY')",1
"('Pericardial Window\nBronchoscopy\n', 'ENTITY')",1
"('Right heart catheterization', 'ENTITY')",2
"('Admitted to [**Location', 'ENTITY')",1
"('Rehab', 'ENTITY')",1
"('Per', 'ENTITY')",1
"('records', 'ENTITY')",4
"(""high 60's"", 'ENTITY')",1
"('cefepime', 'ENTITY')",5
"('R-sided\ninfiltrate seen', 'ENTITY')",1
"('US', 'ENTITY')",8
"('thoracentesis\n', 'ENTITY')",1
"('R-sided effusion', 'ENTITY')",1
"('serous fluid', 'ENTITY')",1
"('apical pneumothorax', 'ENTITY')",2
"('a-fib w/', 'ENTITY')",1
"('dig', 'ENTITY')",1
"('loaded', 'ENTITY')",1
"('diltiazem\ndrip', 'ENTITY')",1
"('evaluation/pericardiocentesis', 'ENTITY')",1
"('patient states', 'ENTITY')",1
"('walk', 'ENTITY')",5
"('H/o productive cough', 'ENTITY')",1
"('pleural tap 1L', 'ENTITY')",1
"('right [**9', 'ENTITY')",1
"('esophageal', 'ENTITY')",3
"(""Barrett's"", 'ENTITY')",2
"('stage II', 'ENTITY')",1
"('T1', 'ENTITY')",1
"('MO\nadenocarcinoma', 'ENTITY')",1
"('s/p resection', 'ENTITY')",2
"('J-tube', 'ENTITY')",1
"('supplemental\nnutrition', 'ENTITY')",1
"('Mirbach', 'ENTITY')",1
"('adenosine', 'ENTITY')",1
"('h/o cardioversion', 'ENTITY')",1
"('trigger finger', 'ENTITY')",1
"('cataract surgery', 'ENTITY')",1
"('lives w/ wife', 'ENTITY')",1
"('deceased', 'ENTITY')",5
"('Dad', 'ENTITY')",1
"('Brother\nw/ quad bypass', 'ENTITY')",1
"('pale', 'ENTITY')",5
"('awake', 'ENTITY')",7
"('atraumatic', 'ENTITY')",1
"('anicteric sclerae', 'ENTITY')",1
"('OP\nNECK', 'ENTITY')",1
"('muffled', 'ENTITY')",1
"('pleural rub', 'ENTITY')",1
"('femoral pulses', 'ENTITY')",1
"('PT pulses', 'ENTITY')",1
"('productive\ncough\nABDOMEN', 'ENTITY')",1
"('j-tube', 'ENTITY')",1
"('CDI', 'ENTITY')",1
"('UE edema', 'ENTITY')",1
"('nails', 'ENTITY')",1
"('resting tremor', 'ENTITY')",1
"('R leg\nNEURO:A/O X3', 'ENTITY')",1
"('focal deficits', 'ENTITY')",2
"('a-fib', 'ENTITY')",2
"('voltage', 'ENTITY')",4
"('precordial', 'ENTITY')",1
"('limb', 'ENTITY')",1
"('TWI', 'ENTITY')",5
"('right ventricular end diastolic pressures', 'ENTITY')",1
"('pericardial pressures', 'ENTITY')",1
"('early tamponade', 'ENTITY')",1
"('mmHg', 'ENTITY')",5
"('Fick method', 'ENTITY')",1
"('probable', 'ENTITY')",1
"('organized', 'ENTITY')",1
"('signs', 'ENTITY')",2
"('technically', 'ENTITY')",1
"('sized', 'ENTITY')",1
"('No right\nventricular diastolic collapse', 'ENTITY')",1
"('right\natrial collapse', 'ENTITY')",1
"('filling pressures', 'ENTITY')",3
"('loculation\nEcho ([**9', 'ENTITY')",1
"('anterior space fat pad', 'ENTITY')",1
"('Probable small right apical pneumothorax', 'ENTITY')",1
"('small bore chest tube', 'ENTITY')",1
"('small left pleural effusions', 'ENTITY')",1
"('Worsening atelectasis', 'ENTITY')",1
"('right lung', 'ENTITY')",1
"('Lucency', 'ENTITY')",1
"('right lung apex', 'ENTITY')",1
"('visceral', 'ENTITY')",1
"('pleural\nline', 'ENTITY')",1
"('identification', 'ENTITY')",1
"('post esophagectomy', 'ENTITY')",1
"('pullup\nprocedure', 'ENTITY')",1
"('Improving', 'ENTITY')",1
"('left pleural effusion', 'ENTITY')",1
"('enlarging', 'ENTITY')",1
"('right pleural\neffusion\n', 'ENTITY')",1
"('zones', 'ENTITY')",2
"('pleural\neffusions', 'ENTITY')",2
"('right side', 'ENTITY')",3
"('RLL collapse\n', 'ENTITY')",1
"('bronchial', 'ENTITY')",1
"('brushings', 'ENTITY')",1
"('reactive', 'ENTITY')",6
"('bronchial\n', 'ENTITY')",1
"('epithelial cells', 'ENTITY')",1
"('CT-Chest/abd/pelvis', 'ENTITY')",1
"('Interval', 'ENTITY')",2
"('right-sided pleural effusion', 'ENTITY')",1
"('left-sided\n', 'ENTITY')",1
"('right-sided pneumothorax', 'ENTITY')",1
"('chest CT', 'ENTITY')",2
"('Compressive atelectasis', 'ENTITY')",1
"('bowel obstruction', 'ENTITY')",3
"('nonobstructing stones', 'ENTITY')",1
"('characterized', 'ENTITY')",2
"('noncontrast\nstudy', 'ENTITY')",1
"('07:26PM', 'ENTITY')",8
"('GLUCOSE-128* UREA N-25* CREAT-0.6 SODIUM-140\nPOTASSIUM-4.2', 'ENTITY')",1
"('ANION GAP-12\n[**2179-9-29**] 07:26PM', 'ENTITY')",1
"('cTropnT-<0.01\n[**2179-9', 'ENTITY')",1
"('ALBUMIN-2.3* CALCIUM-7.4*', 'ENTITY')",1
"('PHOSPHATE-3.2\nMAGNESIUM-1.5* IRON-28*\n[**2179-9', 'ENTITY')",1
"('VIT B12', 'ENTITY')",1
"('RDW-15.8*\n[**2179-9', 'ENTITY')",1
"('RET', 'ENTITY')",3
"('AUT-2.8\n[**2179-9-29**]', 'ENTITY')",1
"('PT-17.8*', 'ENTITY')",1
"('TRF-163*\n[**2179', 'ENTITY')",1
"('Temp-37.1', 'ENTITY')",1
"('BODY FLUID WBC-444* Hct', 'ENTITY')",1
"('Fl-2* Polys-22*\nLymphs-10* Monos-7* Eos-1* Mesothe-1* Macro-59*\n[**2179-9-30**] 10:45AM', 'ENTITY')",1
"('BODY FLUID TotProt-3.6', 'ENTITY')",1
"('Glucose-99\nLD(LDH)-343 Amylase-16', 'ENTITY')",1
"('WBC-12.1* RBC-3.27* Hgb-10.7* Hct-30.5*\nMCV-93 MCH-32.6*', 'ENTITY')",1
"('MCHC-35.0', 'ENTITY')",3
"('RDW-16.4* Plt Ct-235\n[**2179', 'ENTITY')",1
"('WBC-13.8* RBC-3.12* Hgb-10.1* Hct-30.2*\nMCV-97 MCH-32.4* MCHC-33.4 RDW-16.1* Plt Ct-266\n[**2179', 'ENTITY')",1
"('BLOOD WBC-8.6 RBC-2.71*', 'ENTITY')",1
"('RDW-15.9* Plt Ct-245\n[**2179', 'ENTITY')",1
"('BLOOD WBC-10.3 RBC-2.80* Hgb-9.0* Hct-26.0*\nMCV-93 MCH-32.3* MCHC-34.7 RDW-16.2*', 'ENTITY')",1
"('Plt Ct-318\n[**2179', 'ENTITY')",1
"('BLOOD WBC-9.6 RBC-3.40*', 'ENTITY')",1
"('Hgb-10.9*# Hct-30.3*', 'ENTITY')",1
"('INR(PT)-1.5\n[**2179', 'ENTITY')",1
"('06:51AM', 'ENTITY')",1
"('PT-14.3*', 'ENTITY')",2
"('PTT-32.8 INR(PT)-1.4\n[**2179', 'ENTITY')",1
"('INR(PT)-1.8\n[**2179', 'ENTITY')",1
"('Na-139\nK-4.3 Cl-99', 'ENTITY')",1
"('AnGap-10\n[**2179', 'ENTITY')",1
"('Glucose-71', 'ENTITY')",1
"('Na-143\nK-4.2 Cl-98', 'ENTITY')",1
"('AnGap-16\n[**2179', 'ENTITY')",1
"('ALT-10', 'ENTITY')",1
"('AST-8', 'ENTITY')",1
"('LD(LDH)-126', 'ENTITY')",1
"('Rates-/28', 'ENTITY')",1
"('AADO2', 'ENTITY')",1
"('09:48PM', 'ENTITY')",1
"('Temp-37.7', 'ENTITY')",1
"('*\npH-7.47* calHCO3-40* Base XS-13 Intubat-INTUBATED\n[**2179', 'ENTITY')",1
"('12:18AM BLOOD Type-ART', 'ENTITY')",1
"('Temp-37.4', 'ENTITY')",1
"('Tidal\nV-450', 'ENTITY')",1
"('Base\nXS-12', 'ENTITY')",1
"('Intubat-INTUBATED\n[**2179', 'ENTITY')",1
"('calHCO3-40* Base XS-11\nIntubat-INTUBATED Vent-SPONTANEOU\n[**2179-10-13**] 01:43PM BLOOD', 'ENTITY')",1
"('Temp-37.8', 'ENTITY')",1
"('Rates-/72', 'ENTITY')",1
"('Comment-NEBULIZER\n[**2179', 'ENTITY')",1
"('calHCO3-38* Base XS-8\n[**2179', 'ENTITY')",1
"('03:45PM', 'ENTITY')",1
"('Cr 0.5', 'ENTITY')",1
"('heparin dose', 'ENTITY')",3
"('long history of', 'ENTITY')",1
"('echo done', 'ENTITY')",1
"('Cardiac\n', 'ENTITY')",1
"('ischemia', 'ENTITY')",11
"('pump', 'ENTITY')",3
"('circumferential effusion', 'ENTITY')",1
"('[**9-30**]', 'ENTITY')",1
"('bloody exudative fluid', 'ENTITY')",1
"('Cultures', 'ENTITY')",2
"('preliminary', 'ENTITY')",2
"('echoes', 'ENTITY')",1
"('Thoracic surgery', 'ENTITY')",1
"('pericardial window', 'ENTITY')",2
"('higher', 'ENTITY')",1
"('esophageal cancer', 'ENTITY')",3
"('collapse\n', 'ENTITY')",1
"('constrictive pericarditis', 'ENTITY')",1
"('decision\n', 'ENTITY')",1
"('fluid\ncytology', 'ENTITY')",1
"('culture results', 'ENTITY')",1
"('Report', 'ENTITY')",1
"('malignant cells', 'ENTITY')",1
"('electro cardioversion', 'ENTITY')",1
"('chemical conversion', 'ENTITY')",1
"('ibutilide', 'ENTITY')",2
"('atrial tachycardia/a-flutter\nrhythm', 'ENTITY')",1
"('Rate control', 'ENTITY')",1
"('IV calcium channel blocker', 'ENTITY')",1
"('IV\namiodarone', 'ENTITY')",1
"('conversion', 'ENTITY')",2
"('effective', 'ENTITY')",2
"('rate\n', 'ENTITY')",1
"('TID\nAmiodarone', 'ENTITY')",1
"('occluding', 'ENTITY')",1
"('thrombus\n', 'ENTITY')",1
"('left cephalic vein', 'ENTITY')",1
"('bridge to coumadin', 'ENTITY')",1
"('hypoxia/tachypnea', 'ENTITY')",1
"('bilateral effusions', 'ENTITY')",1
"('goal saturation', 'ENTITY')",1
"(""low-mid 90's"", 'ENTITY')",1
"('continuation', 'ENTITY')",2
"('OSHs', 'ENTITY')",1
"('transudative\nfluid', 'ENTITY')",1
"('sample', 'ENTITY')",1
"('right hydropneumothorax', 'ENTITY')",1
"('Levaquin', 'ENTITY')",2
"('pleural fluid', 'ENTITY')",2
"('samples', 'ENTITY')",1
"('cytology/path/culture', 'ENTITY')",1
"('lessened', 'ENTITY')",1
"('dart chest', 'ENTITY')",1
"('thoracic\nservice', 'ENTITY')",1
"('Pulmonary\nreconsulted', 'ENTITY')",1
"('cardiac', 'ENTITY')",3
"('pulmonary', 'ENTITY')",2
"('Decision\n', 'ENTITY')",1
"('minichest', 'ENTITY')",1
"('tube', 'ENTITY')",1
"('PTX', 'ENTITY')",1
"('respiratory standpoint\nwith', 'ENTITY')",1
"('pulmonary toilet', 'ENTITY')",1
"('atrial tach', 'ENTITY')",1
"('freq PACs', 'ENTITY')",1
"('afib/flutter [**10-15**]', 'ENTITY')",1
"('metop', 'ENTITY')",1
"('dilt drip', 'ENTITY')",1
"('supplemental O2', 'ENTITY')",1
"('ID-', 'ENTITY')",1
"('coagulase\nnegative', 'ENTITY')",1
"('increases', 'ENTITY')",4
"('iron deficiency anemia', 'ENTITY')",4
"('vitamin B12', 'ENTITY')",1
"('folate', 'ENTITY')",6
"('guaiac\npositive brown stool', 'ENTITY')",1
"('GI\nworkup', 'ENTITY')",1
"('iron/Epogen supplementation', 'ENTITY')",1
"('Epoen injections', 'ENTITY')",1
"('FEN-', 'ENTITY')",2
"('TF', 'ENTITY')",2
"('nutrition recommendations', 'ENTITY')",1
"('bedside speech', 'ENTITY')",1
"('video', 'ENTITY')",2
"('swallow', 'ENTITY')",3
"('pureed consistency solids', 'ENTITY')",1
"('recs', 'ENTITY')",1
"('MUST', 'ENTITY')",1
"('liquids', 'ENTITY')",2
"('cup', 'ENTITY')",1
"('straw', 'ENTITY')",1
"('compensatory alkalosis', 'ENTITY')",1
"('overload', 'ENTITY')",2
"('magnesium supplementation', 'ENTITY')",1
"('Oncology-', 'ENTITY')",1
"('Stage II\nesophageal cancer', 'ENTITY')",1
"('Heme/onc', 'ENTITY')",1
"('pericardial fluid', 'ENTITY')",1
"('malignant effusion', 'ENTITY')",1
"('sensitivity', 'ENTITY')",1
"('wants', 'ENTITY')",2
"('oncology care\n', 'ENTITY')",1
"('Dispo', 'ENTITY')",4
"('leaving extended care\n', 'ENTITY')",1
"('QT interval', 'ENTITY')",1
"('QT', 'ENTITY')",1
"('Amiodarone gtt', 'ENTITY')",1
"('Diltiazem gtt', 'ENTITY')",1
"('Advair\nKCl\n', 'ENTITY')",1
"('Coumadin\n', 'ENTITY')",1
"('Levofloxacin\nCefepime\n\n\nDischarge', 'ENTITY')",1
"('Terbinafine 1 %', 'ENTITY')",1
"('Warfarin', 'ENTITY')",8
"('Parenteral Solution\nSig', 'ENTITY')",1
"('sliding scale', 'ENTITY')",5
"('Intravenous  ASDIR', 'ENTITY')",1
"('heparin sliding scale', 'ENTITY')",1
"('switch', 'ENTITY')",3
"('injection\n', 'ENTITY')",1
"('Magnesium Oxide', 'ENTITY')",1
"('pleural effusion\n', 'ENTITY')",1
"('instructed', 'ENTITY')",15
"('Please\n', 'ENTITY')",5
"('Please\ncall', 'ENTITY')",1
"('scheduled', 'ENTITY')",6
"('[**Hospital3 **]', 'ENTITY')",1
"('Please follow', 'ENTITY')",5
"('rehab facility', 'ENTITY')",5
"('Please contact Dr.[**Last Name', 'ENTITY')",1
"('pager', 'ENTITY')",1
"('by:[**2179', 'ENTITY')",1
"('Enalapril', 'ENTITY')",1
"('Femoral tunneled', 'ENTITY')",1
"('yo M w/', 'ENTITY')",2
"('ESRD', 'ENTITY')",8
"('transplant', 'ENTITY')",2
"('h/o hep', 'ENTITY')",2
"('B/C/?D', 'ENTITY')",2
"('pulmonary aspergillosis', 'ENTITY')",3
"('hypotn', 'ENTITY')",1
"('fevers w/', 'ENTITY')",1
"('sessions', 'ENTITY')",1
"('blood\ncx', 'ENTITY')",1
"('dialysis', 'ENTITY')",10
"('dipped', 'ENTITY')",1
"('couple days', 'ENTITY')",2
"('c/o back pain', 'ENTITY')",1
"('No c/o', 'ENTITY')",1
"('urine qd', 'ENTITY')",1
"('neck stiffness', 'ENTITY')",2
"('skin ulcers', 'ENTITY')",1
"('qMWF', 'ENTITY')",1
"('Amyloidosis\n3', 'ENTITY')",1
"('Sarcoidosis\n4', 'ENTITY')",1
"('itraconazole', 'ENTITY')",2
"('hyperkalemia', 'ENTITY')",1
"('Hep B', 'ENTITY')",2
"('epistaxis', 'ENTITY')",1
"('intubation\n11', 'ENTITY')",1
"('SPEP/UPEP', 'ENTITY')",1
"('paroxysmal', 'ENTITY')",1
"('coumadin\n13. h/o C diff [**3-8**]\n14', 'ENTITY')",1
"('MRSA line sepsis', 'ENTITY')",2
"('tunneled fem line [**5-6**]', 'ENTITY')",1
"('PD\n16', 'ENTITY')",1
"('gynecomastia\n17', 'ENTITY')",1
"('iron deficiency anemia\n18', 'ENTITY')",1
"('renal osteodystrophy', 'ENTITY')",1
"('girlfriend', 'ENTITY')",2
"('disability', 'ENTITY')",2
"('x30', 'ENTITY')",1
"('No alcohol', 'ENTITY')",1
"('Tc', 'ENTITY')",3
"('genrl', 'ENTITY')",1
"('arousable', 'ENTITY')",3
"('heent', 'ENTITY')",1
"('perrla', 'ENTITY')",1
"('periorbital edema', 'ENTITY')",1
"('mmm', 'ENTITY')",1
"('bibasilar crackles', 'ENTITY')",1
"('no wheeze/ronchi\n', 'ENTITY')",1
"('nabs', 'ENTITY')",1
"('rebound/guarding', 'ENTITY')",1
"('scar', 'ENTITY')",1
"('jumping', 'ENTITY')",1
"('window\n', 'ENTITY')",1
"('young', 'ENTITY')",1
"('cutting his', 'ENTITY')",1
"('masses/hsm\n', 'ENTITY')",1
"('extr', 'ENTITY')",1
"('dry skin', 'ENTITY')",1
"('neuro', 'ENTITY')",2
"('strength grossly [**6-5**] bilaterally UE/LE', 'ENTITY')",1
"('sensory\n', 'ENTITY')",1
"('UE/LE\n\n\nPertinent', 'ENTITY')",1
"('WBC-10.3 RBC-4.83', 'ENTITY')",1
"('HGB-15.8', 'ENTITY')",1
"('HCT-45.1', 'ENTITY')",1
"('MCV-93\nMCH-32.7*', 'ENTITY')",1
"('RDW-14.4\n[**2132-11-29**]', 'ENTITY')",1
"('NEUTS-88.5* BANDS-0 LYMPHS-7.4* MONOS-2.3\nEOS-1.5 BASOS-0.4\n[**2132', 'ENTITY')",1
"('POIKILOCY-NORMAL MACROCYT-NORMAL MICROCYT-NORMAL\nPOLYCHROM-NORMAL\n[**2132', 'ENTITY')",1
"('COUNT-291', 'ENTITY')",1
"('GLUCOSE-130* UREA N-20', 'ENTITY')",1
"('SODIUM-139\nPOTASSIUM-3.3 CHLORIDE-98', 'ENTITY')",1
"('GAP-20\n[**2132-11', 'ENTITY')",1
"('CALCIUM-10.4* PHOSPHATE-3.8 MAGNESIUM-1.3*\n[**2132-11-29**] 05:20PM URINE', 'ENTITY')",1
"('NITRITE-NEG PROTEIN-500', 'ENTITY')",1
"('GLUCOSE-TR KETONE-NEG', 'ENTITY')",1
"('LEUK-NEG\n[**2132', 'ENTITY')",1
"('LACTATE-1.6', 'ENTITY')",1
"('K+-3.7\n[**2132', 'ENTITY')",1
"('11:10PM', 'ENTITY')",1
"('PT-26.5* PTT-150* INR(PT)-5.2\n[**2132-11-29**] 04:40PM   CK(CPK)-22*\n[**2132-11-29**]', 'ENTITY')",1
"('cTropnT-0.12*\n[**2132-11-30**] 05:00AM', 'ENTITY')",1
"('CK-MB-NotDone cTropnT-0.09*\n[**2132-11-30**] 11:11AM', 'ENTITY')",2
"('BLOOD CK-MB-NotDone cTropnT-0.08*\n[**2132', 'ENTITY')",1
"('AST-30 CK(CPK)-19* AlkPhos-139*\nAmylase-144* TotBili-0.4\n[**2132-11-30**] 11:11AM BLOOD ALT-19 AST-26 LD(LDH)-177 CK(CPK)-29*\nAlkPhos-122* TotBili-0.4\n[**2132-11-30**] 11:11AM BLOOD CK(CPK)-28*\n[**2132-12-1**] 06:20AM BLOOD', 'ENTITY')",1
"('LD(LDH)-132 AlkPhos-118*\nTotBili-0.3\n', 'ENTITY')",1
"('Reason', 'ENTITY')",1
"('eval', 'ENTITY')",3
"('lung fields', 'ENTITY')",3
"('infiltrates\n\n[**Hospital 93**] MEDICAL CONDITION', 'ENTITY')",1
"('lactatemia', 'ENTITY')",1
"('EXAMINATION', 'ENTITY')",3
"('infiltrates\nHISTORY', 'ENTITY')",1
"('End-stage renal disease', 'ENTITY')",1
"('lactic\nacidemia', 'ENTITY')",1
"('infiltrate', 'ENTITY')",4
"('aspergillomas', 'ENTITY')",1
"('renal transplant', 'ENTITY')",1
"('CT report', 'ENTITY')",1
"('[**2131', 'ENTITY')",1
"('CHEST', 'ENTITY')",1
"('SINGLE', 'ENTITY')",1
"('VIEW', 'ENTITY')",1
"('scarring', 'ENTITY')",2
"('upper zone infiltrates', 'ENTITY')",1
"('superimposed', 'ENTITY')",1
"('mediastinum', 'ENTITY')",4
"('hila\n', 'ENTITY')",1
"('pleural', 'ENTITY')",2
"('right mid', 'ENTITY')",1
"('blunting', 'ENTITY')",3
"('left costophrenic angle', 'ENTITY')",1
"('Appearances\n', 'ENTITY')",1
"('[**2132-10-21**]', 'ENTITY')",1
"('No superimposed', 'ENTITY')",1
"('gross effusion', 'ENTITY')",1
"('Apparent oral\ncontrast', 'ENTITY')",1
"('Appearances', 'ENTITY')",1
"('calcified nodes', 'ENTITY')",1
"('granulomatous infection', 'ENTITY')",1
"('Ecg', 'ENTITY')",1
"('assessment\n', 'ENTITY')",1
"('sinus tachycardia rate\n', 'ENTITY')",1
"('right atrial abnormality', 'ENTITY')",1
"('ST-T wave', 'ENTITY')",1
"('decreased\n[**2132', 'ENTITY')",1
"('HISTORY', 'ENTITY')",2
"('Right lower', 'ENTITY')",1
"('contiguous', 'ENTITY')",1
"('pubic', 'ENTITY')",2
"('symphysis', 'ENTITY')",1
"('IV Optiray', 'ENTITY')",1
"('Nonionic\ncontrast', 'ENTITY')",1
"('debility', 'ENTITY')",1
"('sagittal', 'ENTITY')",5
"('lung bases', 'ENTITY')",2
"('pleural thickening', 'ENTITY')",3
"('calcifications\n', 'ENTITY')",1
"('asbestos exposure', 'ENTITY')",2
"('Calcified left\n', 'ENTITY')",1
"('paraaortic lymph node', 'ENTITY')",1
"('adrenal glands', 'ENTITY')",2
"('loops', 'ENTITY')",1
"('Gallbladder', 'ENTITY')",3
"('low-attenuation', 'ENTITY')",1
"('interval', 'ENTITY')",2
"('atherosclerotic\n', 'ENTITY')",1
"('abdominal aorta', 'ENTITY')",2
"('caliber', 'ENTITY')",2
"('retroperitoneum', 'ENTITY')",2
"('lymph nodes', 'ENTITY')",2
"('aortocaval', 'ENTITY')",1
"('left paraaortic\nregion', 'ENTITY')",1
"('lymph node', 'ENTITY')",1
"('Transplanted kidney', 'ENTITY')",1
"('renal masses', 'ENTITY')",1
"('perinephric fluid', 'ENTITY')",1
"('hypoenhancement/cortical scarring', 'ENTITY')",1
"('pelvic loops', 'ENTITY')",1
"('appendix', 'ENTITY')",3
"('Prostate', 'ENTITY')",1
"('No pelvic', 'ENTITY')",1
"('inguinal lymphadenopathy', 'ENTITY')",1
"('inferior\nvena cava', 'ENTITY')",1
"('BONE', 'ENTITY')",2
"('lytic', 'ENTITY')",2
"('RECONSTRUCTIONS', 'ENTITY')",1
"('Coronal', 'ENTITY')",3
"('essential', 'ENTITY')",1
"('transplanted\nkidney', 'ENTITY')",1
"('lobes', 'ENTITY')",1
"('Stable prominent', 'ENTITY')",1
"('multiple\nsubcentimeter cysts', 'ENTITY')",1
"('cystic\nrenal disease', 'ENTITY')",1
"('polycystic kidney disease', 'ENTITY')",1
"('MRSA\nline sepsis', 'ENTITY')",1
"('GPC', 'ENTITY')",2
"('Please change', 'ENTITY')",1
"('left shoulder hemodialysis', 'ENTITY')",1
"('wire', 'ENTITY')",4
"('INDICATION', 'ENTITY')",2
"('Endstage renal disease', 'ENTITY')",1
"('hemodialysis', 'ENTITY')",1
"('consent', 'ENTITY')",1
"('RADIOLOGISTS', 'ENTITY')",1
"('staff\nradiologist', 'ENTITY')",1
"('sterile technique', 'ENTITY')",1
"('local anesthesia', 'ENTITY')",1
"('stiff wires', 'ENTITY')",1
"('indwelling', 'ENTITY')",2
"('femoral tunneled', 'ENTITY')",1
"('cuff', 'ENTITY')",3
"('blunt dissection', 'ENTITY')",1
"('tunneled dialysis catheter', 'ENTITY')",2
"('wires', 'ENTITY')",1
"('positioned', 'ENTITY')",1
"('confluence', 'ENTITY')",1
"('iliac veins', 'ENTITY')",1
"('injection', 'ENTITY')",5
"('contrast material', 'ENTITY')",2
"('catheter\n', 'ENTITY')",2
"('nonionic contrast material', 'ENTITY')",1
"('Exchange', 'ENTITY')",1
"('left femoral', 'ENTITY')",1
"('[**11-29**]', 'ENTITY')",1
"(""Pt's BP\n"", 'ENTITY')",1
"('overnight', 'ENTITY')",4
"('IV vanc', 'ENTITY')",2
"('gent', 'ENTITY')",2
"('stress dose steroids', 'ENTITY')",1
"('cipro\n', 'ENTITY')",1
"('GI abscess', 'ENTITY')",1
"('intra-abdominal inflammatory\nprocesses', 'ENTITY')",1
"('bottles', 'ENTITY')",4
"('[**11-29**] grew Staph\ncoag negative', 'ENTITY')",1
"('species', 'ENTITY')",1
"('sensitivities', 'ENTITY')",4
"('Surveillance\n', 'ENTITY')",1
"('femoral dialysis', 'ENTITY')",1
"('exchanged', 'ENTITY')",1
"('random\nvanc levels', 'ENTITY')",1
"('level<15', 'ENTITY')",1
"('level\n', 'ENTITY')",1
"('No c/o chest', 'ENTITY')",1
"('enzymes', 'ENTITY')",2
"('CK/CKMB\n', 'ENTITY')",1
"('transplanted kidney', 'ENTITY')",1
"('Tues', 'ENTITY')",4
"('Renally dosed', 'ENTITY')",1
"('tacrolimus', 'ENTITY')",1
"('Hyperphosphatemia-', 'ENTITY')",1
"('sevelamer', 'ENTITY')",1
"('calcium acetate', 'ENTITY')",1
"('calcium', 'ENTITY')",3
"('vit D', 'ENTITY')",2
"('Hypercalcemia-', 'ENTITY')",1
"('See', 'ENTITY')",1
